id,barcode,expirationDate,price,category,quantity,name,stock,minStock,img,profitMargin,costPrice
1003,,,10,other,,زنك اوكسيد 10سم,1.00,1.00,,30,
1004,,,15,other,,Gloves dubell,1.00,1.00,,30,
1005,,,30,amp,,Kenacort amp,1.00,1.00,,30,
1006,7.95697E+11,3/1/28,15,oil,,Top margin oil 60ml,3.00,1.00,,30,
1007,,,8,cosmatic,,vasline ,18.00,1.00,,30,
1008,7.29001E+12,11/1/28,28,cosmatic,,B12 SHAMPOO NEW,5.00,1.00,,30,
1009,,,32,cosmatic,,Sudocream   cream 125g  teva,2.00,1.00,,30,
1010,,,0,tab,,Furisamid 40,2.00,1.00,,30,
1011,,,10,tab,,amlodipin 5 28 tab new,-1.00,1.00,,30,
1012,,,30,tab,,diovan160 new,1.00,1.00,,30,
1013,7.61342E+12,4/1/27,13,drop,,tobradex drop,4.00,1.00,,30,
1014,,,0,supp,,indolin sup,1.00,1.00,,30,
1015,,,50,milk,,France lait 1,0.00,1.00,,30,
1016,,,0,cap,,doxicylin 100,-1.00,1.00,,30,
1017,,,15,susp,,Cefathird (As Adcef) 125mg/5ml Susp 60m,2.00,1.00,,30,
1018,,,10,cream,,Acniact Topica Gel 15gm,3.00,1.00,,30,
1019,2.00202E+11,3/1/27,20,tab,,alexamol k,3.50,1.00,,30,
1020,,,12,syrup,,allerban ketofen syrup,3.00,1.00,,30,
1021,6.223E+12,9/1/27,12.5,tab,,buscoban tab,5.65,1.00,,30,
1022,,,13,syrup,,Egy pedical plus,2.00,1.00,,30,
1023,6.223E+12,12/1/28,10,tab,,Fernilar (As Lorias) Tab 20,2.50,1.00,,30,
1024,,,12,syrup,,Histazine ( M ) 0.1% Syrup 100ml,3.00,1.00,,30,
1025,,,20,susp,,Maxdinir ( As Adcef ) 250mg Susp 60ml 1,2.00,1.00,,30,
1026,6.22201E+12,11/1/27,14,tab,,Panadol ( Paracetamol ) 500mg Advance Tab 48,3.75,1.00,,30,
1027,6.22151E+12,10/1/29,10,tab,,Protozole (As Tinogyn) 500 mg Tab 12,5.00,1.00,,30,
1028,6.22103E+12,8/1/28,16,tab,,Stimulan (As Cerebrocetam) 800mg Tab 30,3.00,1.00,,30,
1029,,,9,tab,,Triactin (As Cyprodin) 4mg Tab 20,0.00,1.00,,30,
1030,,,10.75,syrup,,Triactin (As Cyprodin) Syr 120ml,8.00,1.00,,30,
1031,6.22107E+12,9/1/29,8.5,tab,,Tryptizol (As Amitreptin) 25 mg Tab 30,2.83,1.00,,30,
1032,,,18,susp,,Virustat (Acyclovir) 200mg/5ml Susp 120 ml,2.00,1.00,,30,
1033,6.22105E+12,7/1/27,9,gel,,Ultracaine Gel 30g 1,4.00,1.00,,30,
1034,6.223E+12,11/1/28,25,tab,,Diamonrecta 5 mg,5.00,1.00,,30,
1035,8.906E+12,1/1/28,5,cream,,zinc oxid cream new,1.00,1.00,,30,
1036,,,5,syrup,,chlorphenamine 2mg/5ml syrup  new,2.00,1.00,,30,
1037,,,3,syrup,,paracetamol syrup 120mg new,0.00,1.00,,30,
1038,,,1,tab,,parcatemol 500 new,3.00,1.00,,30,
1039,,,2,tab,,brufen new400,1.00,1.00,,30,
1040,,,2,tab,,lortaidin new,1.00,1.00,,30,
1041,6.22104E+12,6/1/28,12,tab,,Paramol 1gm,2.80,1.00,,30,
1042,,,8,syrup,,Brufen 100ml syrup,4.00,1.00,,30,
1043,7.29001E+12,5/1/26,90,cap,,Bio-solve 600 60cap,1.00,1.00,,30,
1044,,,12,tab,,brufen400 30tab new,5.00,1.00,,30,
1045,,,12,syrup,,Claristine syr,3.00,1.00,,30,
1046,8.69979E+12,10/1/27,65,tab,,crestor 20mg new,2.00,1.00,,30,
1047,6.223E+12,11/1/27,25,tab,,demafight5mg(zaroxolyn) 30tab,1.00,1.00,,30,
1048,6.224E+12,2/1/27,28,tab,,imipramin 25mg 50tab,1.00,1.00,,30,
1049,6.223E+12,3/1/28,10,syrup,,levcet syrup (levocetrizine),3.00,1.00,,30,
1050,6.22109E+12,5/1/28,5,cream,,MIXDERM CREAM 30 GRAM new,5.00,1.00,,30,
1051,6.22301E+12,8/1/27,11,DROP,,oftadilate 1%eye drop(mydramid),2.00,1.00,,30,
1052,,,12,SYRUP,,Mesedin syr (lorax,4.00,1.00,,30,
1053,6.22115E+12,8/1/27,20,supp,,Progest 400 mg  vagianal supp 15 supp,2.00,1.00,,30,
1054,6.22105E+12,9/1/28,8,cream,,Quadriderm Cream 30 Gm new,5.00,1.00,,30,
1055,6.22301E+12,11/1/27,30,tab,,Sanso D plus 4000D+100 k2  28 ta,2.00,1.00,,30,
1056,6.223E+12,10/1/28,18,cap,,tamsulin .04 28 cap new,3.00,1.00,,30,
1057,,,20,cap,,tamsulin plus 28tab,3.00,1.00,,30,
1058,,,18,tab,,trental 400 tab 20tab,3.00,1.00,,30,
1059,6.22107E+12,9/1/29,8,tab,,Triactin (As Cyprodin) 4mg Tab 20 new,6.50,1.00,,30,
1060,,,16,vial,,Triacetocort 40mg vial (kenacort),3.00,1.00,,30,
1061,62851285128002500,11/1/26,15,drop,,TYMER .3% (GIMIFLOXACIN)eye drop,3.00,1.00,,30,
1062,6.22108E+12,6/1/28,12.272,cream,,panthenol cream new,2.00,1.00,,30,
1063,6.224E+12,4/1/28,30,TAB,,Rivarospire 2.5 mg 30 f.c.tabs,1.00,1.00,,30,
1064,,,20,tab,,Augmentin 1 Gm 14 F.C.Tabs new,4.50,1.00,,30,
1065,001265759993,3/1/28,12,lotion,,calamin lotion new,21.00,1.00,,30,
1066,6.22103E+12,2/1/28,6,tab,,Vastaflam 50mg tab,3.35,1.00,,30,
1067,6.22115E+12,8/1/27,10,tab,,spasmodigestine 30tab,3.00,1.00,,30,
1068,,,1,,,خميرة جبنة,-2.00,1.00,,30,
1069,,,20,tab,,azathioprine(imuran)50mg 30tab,4.00,1.00,,30,
1070,6.22109E+12,12/1/28,11.5,tab,,Dimra tab 30tab,7.00,1.00,,30,
1071,6.223E+12,11/1/28,15,tab,,Metacardia Mr 35 Mg 30 Tab,3.00,1.00,,30,
1072,6.223E+12,8/1/28,12,tab,,Minophyline 300mg (theotrim) 30tab,5.00,1.00,,30,
1073,6.22401E+12,7/1/28,28,tab,,Octatron tab 30tab,5.00,1.00,,30,
1074,4.0576E+12,9/1/28,12,tab,,Rennie tab 24,3.50,1.00,,30,
1075,,,32,tab,,Rivo 320mg 200tab,0.95,1.00,,30,
1076,6.22105E+12,1/1/28,6,tab,,congestal tab new 20tab,49.60,1.00,,30,
1077,6.22108E+12,7/1/27,12.5,tab,,neurovit tab 30tab,24.00,1.00,,30,
1078,6.22109E+12,6/1/29,6.85,sol.,,collomak new,8.00,1.00,,30,
1079,6.22107E+12,11/1/28,5.23,drop,,presoline edrop new,13.00,1.00,,30,
1080,,,6,amp,,Devarol s amp,8.00,1.00,,30,
1081,8.00266E+12,8/1/28,12,tab,,Brufen600 30tab,9.67,1.00,,30,
1082,6.22113E+12,9/1/29,10,cream,,Meloquin 4% Cream 20 Gm new,3.00,1.00,,30,
1083,6.22401E+12,1/1/28,7,tab,,Laxeol Pi 5 Mg 20 Tabs new,5.00,1.00,,30,
1084,,,25,tab,,Helicur new,2.00,1.00,,30,
1085,6.225E+12,10/1/27,9,tab,,contraplan  4tab,3.00,1.00,,30,
1086,,,20,cream,,Corten cream,0.00,1.00,,30,
1087,,1/1/28,,tab,,Bisoprolol 5mg 10tab,11.50,1.00,,30,
1088,7.29011E+12,1/1/29,7,cosmatic,,palmolive hand wash,4.00,1.00,,30,
1089,,,23,cosmatic,,4me hair wax,2.00,1.00,,30,
1090,,,29,cosmatic,,melano intimate wash,6.00,1.00,,30,
1091,,,16,cosmatic,,  newزيت جونسون ايطالي ,2.00,1.00,,30,
1092,,,20,cosmatic,,جونسون بودرة ,4.00,1.00,,30,
1093,,,15,cosmatic,,nivea soft 200ml new,6.00,1.00,,30,
1094,,,22,cosmatic,,ADAM SPRAY NEW,6.00,1.00,,30,
1095,,,25,cosmatic,,Colgate MW soft mint NEW,3.00,1.00,,30,
1096,,,30,cosmatic,,LADY SPEED STICK,18.00,1.00,,30,
1097,,,18,cosmatic,,LADY SPEED SPRAY,18.00,1.00,,30,
1098,,,11,cosmatic,,NiVeA ROLL NEW,11.00,1.00,,30,
1099,6.223E+12,6/1/27,18.6,tab,,Telfast 180 tab 20,3.50,1.00,,30,
1100,6.22151E+12,8/1/28,8,TAB,,STREPTOQUIN 20 tab,5.50,1.00,,30,
1101,,,,TAB,,Geo pota-k 600mg SR 30tab,1.00,1.00,,30,
1102,6.22103E+12,9/1/28,,TAB,,Stimulan 400mg Tab 30,1.00,1.00,,30,
1103,6.225E+12,8/1/28,,TAB,,Selenium- ACE 30tab,3.00,1.00,,30,
1104,6.22107E+12,8/1/28,,TAB,,Proximol eff 60gm,3.00,1.00,,30,
1105,8.85001E+12,10/18/27,16,cosmatic,,palmolive shower gel(blue),1.00,1.00,,30,
1106,8.85001E+12,10/18/27,16,cosmatic,,palmolive body wash,1.00,1.00,,30,
1107,6.22116E+12,2/26/28,12,cosmatic,,Dove SHAMPOO,6.00,1.00,,30,
1108,6.22116E+12,10/14/28,12,cosmatic,,Clear shampoo Soft&Shiny 360 ml,2.00,1.00,,30,
1109,6.22116E+12,11/1/28,12,cosmatic,,Clear shampoo Men 360 ml,2.00,1.00,,30,
1110,6.25158E+12,8/1/28,10,spray,,nirvin 0.1 spray,1.00,1.00,,30,
